,Complaint ID,Day_received,Response_time,Product_num,State_num,Timely_response_bin,Company_response_num,Consumer_disputed_num,Issue_num,Company_num
2438,1185703,7,6,2,8,1,1,1,4,749
2439,1185704,7,8,2,8,1,1,1,4,749
2440,1185705,7,8,2,8,1,1,1,4,749
2441,1185706,7,6,2,8,1,1,1,4,1518
2442,1185707,7,6,2,39,1,5,0,4,1518
2443,1185708,8,18,2,39,1,5,2,4,1518
2444,1185711,8,5,2,39,1,1,0,4,211
2445,1185712,7,6,2,10,0,6,2,4,934
2446,1185713,8,57,3,10,1,1,2,1,2049
2447,1185714,7,5,4,13,1,1,2,4,1272
2448,1185715,7,5,2,39,1,1,1,4,749
2449,1185716,7,2,5,56,1,1,2,4,1518
2450,1185717,7,6,5,19,1,1,0,4,36
2451,1185718,7,5,4,19,1,1,2,4,114
2452,1185722,8,13,2,44,1,1,2,4,1430
2453,1185729,8,5,2,40,1,1,2,4,1430
2454,1185740,7,0,2,13,1,1,2,4,1518
2455,1185744,7,6,4,8,1,1,2,4,1430
2456,1185745,7,6,2,48,1,1,2,4,1430
2457,1185746,7,5,5,51,1,4,1,4,83
2458,1185747,7,6,2,19,1,4,1,4,429
2459,1185748,7,6,2,40,1,1,1,4,399
2460,1185749,7,6,1,28,1,5,2,4,7
2461,1185751,7,6,2,13,1,1,2,4,1430
2462,1185752,7,6,2,9,1,1,2,4,1430
2463,1185753,7,6,2,8,1,1,2,4,1272
2464,1185755,7,6,4,16,1,1,1,4,1272
2465,1185756,7,6,2,5,1,1,2,4,429
2466,1185757,7,6,2,16,1,1,2,4,1518
2467,1185760,7,2,5,13,1,5,2,4,1518
2468,1185762,7,1,4,14,1,1,2,4,1272
2469,1185764,7,1,7,51,1,1,2,3,72
2470,1185772,7,6,1,58,1,1,1,2,83
2471,1185780,7,1,1,51,1,1,2,2,8
2472,1185781,7,36,4,8,1,4,2,4,1016
2473,1185783,7,6,1,51,1,1,2,4,41
2474,1185786,7,1,5,8,1,1,2,4,1518
2475,1185790,7,1,1,8,1,1,1,2,392
2476,1185791,7,1,2,13,1,1,2,4,1272
2477,1185796,7,1,1,37,0,6,2,4,1
2478,1185798,7,9,1,7,1,1,2,4,3
2479,1185806,7,1,1,28,1,2,1,2,229
2480,1185807,7,7,1,28,1,1,2,2,199
2481,1185809,7,1,2,7,1,1,0,4,110
2482,1185810,7,1,2,33,1,1,2,4,1016
2483,1185812,7,1,2,20,1,1,1,4,13
2484,1185815,7,1,1,28,1,2,0,2,396
2485,1185817,7,1,4,56,1,1,0,4,114
2486,1185819,7,1,2,40,1,1,0,4,749
2487,1185821,7,33,1,52,1,1,2,2,2
2488,1185822,7,7,1,51,1,2,2,2,50
2489,1185823,7,6,3,56,1,1,0,1,1525
2490,1185825,7,6,1,13,1,1,1,4,23
2491,1185826,7,1,2,41,1,1,2,4,1272
2492,1185827,7,1,2,37,1,1,1,4,749
2493,1185830,7,21,8,41,1,1,2,4,48
2494,1185832,7,1,6,53,1,2,0,3,217
2495,1185833,7,8,8,50,0,6,2,4,1
2496,1185834,7,6,10,56,1,4,2,4,1016
2497,1185836,7,1,4,8,1,1,0,4,481
2498,1185838,7,1,1,8,1,1,1,2,2
2499,1185840,7,1,3,14,1,2,2,1,1525
2500,1185841,7,1,2,38,1,1,1,4,237
2501,1185842,7,1,2,53,1,1,2,4,237
2502,1185843,7,1,3,19,1,1,1,1,2049
2503,1185844,7,1,3,8,1,1,0,1,2049
2504,1185845,7,1,1,40,1,1,2,4,25
2505,1185847,7,1,1,23,1,1,0,4,34
2506,1185849,7,1,5,51,1,4,2,4,39
2507,1185850,7,1,2,8,1,1,2,4,111
2508,1185851,7,1,1,8,1,1,2,2,71
2509,1185852,7,1,1,52,1,1,1,4,43
2510,1185856,7,1,7,25,1,1,2,4,368
2511,1185858,7,1,2,13,1,1,2,4,83
2512,1185862,8,4,5,13,1,4,2,4,1518
2513,1185865,8,13,1,18,1,1,1,4,23
2514,1185866,8,0,2,8,1,1,2,4,1518
2515,1185867,8,0,4,44,1,4,2,4,567
2516,1185869,8,0,2,56,1,1,1,4,934
2517,1185870,8,0,1,29,1,2,2,2,392
2518,1185872,8,0,1,8,1,2,2,4,229
2519,1185873,8,0,2,44,1,1,1,4,90
2520,1185876,8,7,4,8,1,1,2,4,1518
2521,1185879,8,0,4,29,1,1,0,4,567
2522,1185880,8,5,9,45,1,1,1,4,1272
2523,1185881,8,5,2,8,1,1,2,4,1430
2524,1185882,8,5,1,19,1,5,2,2,9
2525,1185883,8,0,4,24,1,4,0,4,270
2526,1185884,8,0,1,37,1,1,0,4,33
2527,1185888,8,12,1,25,1,1,1,4,7
2528,1185892,8,0,6,53,1,1,2,4,42
2529,1185893,8,5,2,40,1,1,2,4,1518
2530,1185894,8,0,2,14,1,1,2,4,1272
2531,1185903,8,22,3,40,1,1,2,1,1525
2532,1185911,8,0,1,13,1,1,0,4,71
2533,1185912,8,4,4,40,1,1,2,4,25
2534,1185915,8,0,5,14,1,1,2,4,1430
2535,1185918,8,0,6,13,1,1,0,3,133
2536,1185921,8,0,2,41,1,1,2,4,55
2537,1185925,8,5,2,40,1,1,2,4,934
2538,1185939,8,60,3,51,1,1,2,1,1940
2539,1185944,8,0,7,40,1,1,1,3,72
2540,1185947,8,0,3,13,1,1,0,1,2049
2541,1185948,8,0,3,13,1,1,0,1,1940
2542,1185949,8,5,3,13,1,2,2,1,1940
2543,1185952,8,27,3,51,1,2,2,1,1940
2544,1185953,8,27,3,51,1,1,2,1,1525
2545,1185954,8,27,3,51,1,1,2,1,2049
2546,1185964,8,27,3,51,1,1,2,1,2049
2547,1185966,8,27,3,51,1,2,2,1,1940
2548,1185967,8,27,3,51,1,1,2,1,1525
2549,1185968,8,27,3,51,1,1,2,1,2049
2550,1185969,8,27,3,51,1,1,2,1,1940
2551,1185976,8,0,5,14,1,1,2,4,39
2552,1185977,8,5,2,40,0,1,2,4,934
2553,1185981,8,5,2,28,1,1,2,4,1430
2554,1185983,8,0,2,14,1,1,2,4,1430
2555,1185990,8,5,4,42,1,1,1,4,1016
2556,1185999,8,5,2,50,1,1,1,4,111
2557,1186004,8,5,2,14,1,1,2,4,49
2558,1186011,8,0,2,13,1,1,1,4,90
2559,1186023,8,0,1,22,0,6,2,4,1
2560,1186034,8,4,4,22,1,1,2,4,112
2561,1186036,8,0,1,19,1,2,0,2,2
2562,1186041,8,0,1,11,1,2,0,4,396
2563,1186053,8,0,2,25,1,1,2,4,1430
2564,1186059,8,5,1,14,1,5,0,2,4
2565,1186062,8,0,5,51,1,1,2,4,1430
2566,1186074,8,0,1,19,1,2,2,2,392
2567,1186075,8,5,1,30,1,2,0,4,33
2568,1186078,8,36,3,40,1,5,2,1,2049
2569,1186079,8,36,3,40,1,2,2,1,1940
2570,1186080,8,36,3,40,1,1,2,1,1525
2571,1186083,8,5,5,50,1,1,2,4,25
2572,1186087,8,0,4,13,1,4,0,4,1272
2573,1186088,8,5,1,44,1,2,0,2,396
2574,1186099,8,0,1,3,1,2,0,4,86
2575,1186100,8,0,2,13,1,1,0,4,749
2576,1186114,8,0,1,53,1,2,0,2,396
2577,1186120,8,1,5,40,1,1,0,4,1430
2578,1186122,8,5,3,42,1,1,0,1,481
2579,1186124,8,4,5,25,1,1,2,4,25
2580,1186130,8,0,6,18,1,1,2,4,42
2581,1186135,8,5,3,56,1,1,2,1,27
2582,1186136,8,0,1,37,1,1,1,2,392
2583,1186138,8,0,2,28,1,1,1,4,934
2584,1186142,8,6,1,30,1,1,0,4,9
2585,1186146,8,0,1,12,1,1,0,2,23
2586,1186147,8,5,4,24,1,4,2,4,481
2587,1186154,8,0,4,28,1,1,1,4,270
2588,1186155,8,0,7,41,1,1,2,3,368
2589,1186156,8,0,6,8,1,1,2,3,110
2590,1186161,8,0,3,53,1,2,1,1,1940
2591,1186162,8,0,3,53,1,1,1,1,1525
2592,1186163,8,0,3,53,1,1,1,1,2049
2593,1186170,8,0,6,8,1,1,2,4,31
2594,1186179,8,0,3,13,1,2,0,1,2049
2595,1186181,8,5,1,41,1,1,1,2,71
2596,1186196,8,12,1,37,1,2,2,4,16
2597,1186200,8,0,5,40,1,1,1,4,13
2598,1186208,8,0,9,14,1,1,2,4,66
2599,1186212,8,0,4,8,1,1,0,4,481
2600,1186219,8,0,2,24,1,1,2,4,1518
2601,1186223,8,0,7,22,1,1,2,3,368
2602,1186224,8,4,4,53,1,1,2,4,270
2603,1186225,8,0,3,48,1,1,2,1,14
2604,1186229,8,0,9,35,1,1,2,4,66
2605,1186232,8,5,3,12,1,1,1,4,5
2606,1186239,8,0,2,13,1,1,1,4,1272
2607,1186243,8,0,6,8,1,4,1,3,165
2608,1186245,8,0,1,43,1,2,2,4,392
2609,1186250,8,5,1,19,1,1,2,2,40
2610,1186251,8,5,1,19,1,1,2,2,199
2611,1186254,8,0,3,45,1,1,0,1,2049
2612,1186259,8,0,2,19,1,1,2,4,237
2613,1186262,8,5,3,13,1,1,2,1,481
2614,1186266,8,0,1,51,1,1,2,4,42
2615,1186267,8,5,4,55,1,1,1,4,217
2616,1186272,8,5,5,10,1,1,2,4,6
2617,1186281,8,8,1,8,0,6,2,4,3
2618,1186282,8,0,1,8,1,1,2,4,69
2619,1186284,8,13,6,7,0,1,1,4,2
2620,1186295,8,5,1,44,1,1,0,2,11
2621,1186297,8,0,4,55,1,1,1,4,481
2622,1186300,8,0,1,25,1,1,2,2,71
2623,1186309,8,0,2,8,1,2,1,4,184
2624,1186312,8,0,1,20,1,2,0,2,396
2625,1186317,8,12,1,53,1,1,2,2,3
2626,1186320,8,0,7,40,1,1,1,5,1430
2627,1186330,8,0,5,24,1,1,1,4,1272
2628,1186337,8,5,2,39,1,1,2,4,1518
2629,1186338,8,5,2,24,1,1,2,4,399
2630,1186339,8,5,2,56,1,2,2,4,1518
2631,1186340,8,5,2,35,1,1,2,4,429
2632,1186341,8,5,4,8,1,1,2,4,567
2633,1186343,8,5,9,8,1,1,0,4,1016
2634,1186344,8,5,9,8,1,1,2,4,1518
2635,1186345,8,5,2,14,1,1,1,4,1430
2636,1186346,8,5,4,37,1,1,0,4,1430
2637,1186349,8,5,2,52,1,1,2,4,199
2638,1186353,8,5,2,13,1,1,2,4,211
2639,1186356,8,0,2,53,1,1,1,4,934
2640,1186360,8,0,1,40,1,1,2,4,5
2641,1186361,8,0,1,40,1,1,1,4,1518
2642,1186362,8,1,5,24,1,1,2,0,1518
2643,1186372,8,0,1,39,1,1,2,2,13
2644,1186374,8,0,1,39,1,5,2,2,12
2645,1186375,8,0,1,39,1,5,0,2,15
2646,1186377,8,0,1,51,1,1,2,4,21
2647,1186387,8,5,4,40,1,1,1,4,1016
2648,1186388,8,0,5,8,1,4,2,4,18
2649,1186393,8,6,6,19,1,1,1,4,13
2650,1186398,8,5,5,5,1,1,1,4,112
2651,1186403,8,0,2,33,1,1,2,4,399
2652,1186407,8,5,1,13,1,1,2,2,1
2653,1186412,8,5,7,44,1,1,2,3,368
2654,1186413,8,0,6,44,1,1,2,4,107
2655,1186439,8,5,2,22,1,1,2,4,934
2656,1186443,8,0,1,8,1,1,1,2,71
2657,1186450,8,0,2,30,1,1,2,4,1272
2658,1186453,8,8,2,41,0,6,2,4,1
2659,1186458,8,0,1,42,1,1,0,2,1272
2660,1186472,8,5,5,8,1,4,2,4,27
2661,1186474,8,4,5,8,1,1,0,4,429
2662,1186477,8,0,1,51,1,4,2,2,8
2663,1186478,8,5,3,53,1,2,1,1,2
2664,1186481,8,0,4,30,1,4,2,4,567
2665,1186483,8,0,2,33,1,1,2,4,399
2666,1186487,8,7,2,30,1,1,2,4,6
2667,1186491,8,5,1,38,1,1,0,4,23
2668,1186492,8,0,2,22,1,1,1,4,184
2669,1186493,8,0,1,51,1,1,2,2,92
2670,1186495,8,5,2,25,1,1,2,4,1016
2671,1186497,8,5,2,22,1,1,2,4,934
2672,1186513,8,0,1,44,1,1,2,4,3
2673,1186514,8,5,2,8,1,1,2,4,749
2674,1186516,8,7,2,13,1,1,2,4,211
2675,1186519,8,0,3,3,1,1,2,1,2049
2676,1186522,8,5,1,5,1,1,0,2,16
2677,1186526,8,0,2,8,1,1,0,4,91
2678,1186539,8,5,9,44,1,1,1,4,237
2679,1186550,8,0,5,51,1,4,0,4,1272
2680,1186551,8,0,5,8,1,1,2,4,1518
2681,1186552,8,0,1,41,1,1,1,2,41
2682,1186555,8,5,2,25,1,1,2,4,1272
2683,1186557,8,5,3,25,1,1,2,4,1525
2684,1186559,8,0,1,38,1,1,0,2,2
2685,1186561,8,5,5,40,1,1,2,4,567
2686,1186564,8,0,1,53,1,2,2,2,20
2687,1186573,8,7,1,6,1,1,1,2,6
2688,1186574,8,0,2,41,1,1,1,4,934
2689,1186592,8,5,2,31,1,1,2,4,1518
2690,1186596,8,0,2,25,1,1,1,4,51
2691,1186599,8,5,1,51,1,1,2,4,2
2692,1186600,8,4,1,14,1,2,2,4,1
2693,1186605,8,5,2,13,1,1,2,4,934
2694,1186607,8,5,1,23,0,5,2,2,8
2695,1186613,8,5,2,58,1,1,2,4,184
2696,1186615,8,4,1,33,1,1,2,4,46
2697,1186625,8,14,2,8,1,1,2,4,51
2698,1186628,8,4,1,51,1,2,2,2,1430
2699,1186632,8,5,1,8,1,1,0,2,38
2700,1186644,8,4,7,44,1,1,2,3,368
2701,1186646,8,0,1,19,1,1,2,2,215
2702,1186655,8,5,2,8,1,1,2,4,49
2703,1186658,8,0,2,8,1,1,0,4,749
2704,1186662,8,5,4,19,1,5,0,4,567
2705,1186672,8,0,7,51,1,1,0,5,1430
2706,1186677,8,5,3,30,1,2,2,1,1940
2707,1186684,8,5,1,51,1,1,0,4,23
2708,1186692,8,0,4,30,1,1,0,4,481
2709,1186695,8,5,1,41,1,1,0,4,9
2710,1186697,8,0,1,13,1,1,1,2,3
2711,1186700,8,0,3,13,1,1,0,1,1940
2712,1186710,8,0,2,39,1,1,2,4,399
2713,1186712,8,5,1,14,1,1,2,2,50
2714,1186719,8,4,1,57,1,1,0,2,113
2715,1186726,8,42,3,14,1,1,2,1,2049
2716,1186727,8,42,3,14,1,1,2,1,1525
2717,1186728,8,42,3,14,1,2,2,1,1940
2718,1186729,8,0,4,53,1,1,1,4,101
2719,1186735,8,0,2,55,1,1,2,4,1430
2720,1186743,8,0,1,51,1,1,0,4,1016
2721,1186747,8,0,1,8,1,2,0,2,34
2722,1186753,8,0,2,14,1,1,1,4,749
2723,1186758,8,4,5,51,1,1,2,4,1430
2724,1186767,8,7,3,33,1,1,2,1,1940
2725,1186771,8,0,3,13,1,1,0,1,1940
2726,1186772,8,0,3,13,1,1,0,1,2049
2727,1186773,8,0,3,13,1,1,0,1,1525
2728,1186777,8,0,1,9,1,1,0,4,28
2729,1186778,8,5,1,9,1,1,0,4,28
2730,1186785,8,0,1,34,1,1,2,4,13
2731,1186786,8,19,3,2,1,2,2,1,1525
2732,1186804,8,0,2,28,1,1,2,4,199
2733,1186807,8,5,1,20,1,1,2,2,97
2734,1186815,8,0,3,44,1,1,0,4,2049
2735,1186827,8,5,7,8,1,2,2,3,35
2736,1186829,8,7,5,24,1,5,2,4,82
2737,1186840,8,64,3,45,1,1,2,1,2049
2738,1186846,8,0,5,43,1,1,1,4,101
2739,1186848,8,4,2,40,1,1,2,4,1518
2740,1186852,8,5,1,40,1,5,2,2,31
2741,1186860,8,5,4,8,1,2,0,4,481
2742,1186870,8,7,1,41,1,1,2,2,18
2743,1186872,8,6,1,21,1,4,2,2,1
2744,1186874,8,0,2,21,1,1,1,4,934
2745,1186875,8,5,1,13,1,1,0,4,41
2746,1186885,8,5,1,13,1,1,0,4,6
2747,1186886,8,0,2,8,1,1,1,4,934
2748,1186889,8,0,1,8,1,1,0,2,23
2749,1186904,8,0,3,51,1,1,0,1,2049
2750,1186907,8,5,6,48,1,1,2,4,1430
2751,1186912,8,5,5,22,1,4,2,4,481
2752,1186914,8,0,5,40,1,1,2,4,1272
2753,1186916,8,0,4,8,1,4,2,4,1016
2754,1186922,8,5,4,16,1,1,2,4,112
2755,1186930,8,6,1,51,1,1,2,2,199
2756,1186943,8,5,7,8,1,1,2,5,9
2757,1186945,8,8,1,8,0,6,2,2,8
2758,1186957,8,5,1,44,1,1,2,4,7
2759,1186960,8,0,1,13,1,2,0,2,10
2760,1186966,8,0,3,7,1,2,0,1,1940
2761,1186967,8,0,2,14,1,1,0,4,749
2762,1186971,8,0,3,40,1,2,2,1,1940
2763,1186972,8,0,3,52,1,2,2,1,1525
2764,1186973,8,0,3,52,1,1,0,1,2049
2765,1186974,8,6,3,8,1,1,0,1,199
2766,1186980,8,0,2,13,1,1,2,4,749
2767,1186985,8,0,6,43,1,1,1,3,28
2768,1186986,8,0,2,8,1,1,2,4,934
2769,1186989,8,0,1,8,1,1,2,2,43
2770,1186994,8,5,1,20,1,1,2,4,567
2771,1186995,8,0,2,8,1,1,0,4,749
2772,1187007,8,0,1,51,1,1,0,4,5
2773,1187008,8,0,1,44,1,2,0,2,4
2774,1187011,8,0,2,25,1,1,1,4,74
2775,1187030,7,6,2,24,1,1,2,4,749
2776,1187031,8,5,2,8,1,1,0,4,749
2777,1187039,7,1,6,38,1,1,2,3,92
2778,1187040,7,1,4,8,1,4,2,4,1518
2779,1187042,8,0,3,3,1,1,1,1,1525
2780,1187052,7,1,6,8,1,1,1,3,8
2781,1187054,8,0,1,13,1,1,2,2,64
2782,1187055,8,5,1,47,1,2,2,4,30
2783,1187056,8,5,1,47,1,2,2,4,30
2784,1187058,8,0,3,19,1,1,1,1,2049
2785,1187060,8,20,3,8,1,1,2,1,1940
2786,1187061,7,1,4,40,1,2,2,4,1518
2787,1187067,8,5,3,51,1,2,0,1,2049
2788,1187068,8,0,1,51,1,1,1,2,50
2789,1187070,8,8,1,44,1,1,0,2,113
2790,1187071,7,6,2,14,1,1,2,4,211
2791,1187073,8,0,2,25,1,5,1,4,1518
2792,1187078,8,0,2,26,1,1,1,4,1272
2793,1187081,7,1,2,41,1,1,0,4,1016
2794,1187083,8,0,3,38,1,1,0,1,2049
2795,1187084,8,0,3,38,1,1,0,1,1525
2796,1187086,7,1,2,8,1,1,0,4,111
2797,1187087,8,5,3,8,1,1,2,1,1525
2798,1187088,7,1,1,8,1,1,2,4,43
2799,1187089,8,5,2,25,1,1,1,4,749
2800,1187090,8,5,2,25,1,1,1,4,1430
2801,1187091,8,5,2,19,1,2,2,4,1518
2802,1187094,8,5,3,51,1,1,2,1,1940
2803,1187099,8,0,3,51,1,1,1,4,1940
2804,1187100,8,5,2,44,1,1,2,4,934
2805,1187101,8,5,11,33,1,1,2,4,9
2806,1187102,8,5,3,8,1,4,2,1,1940
2807,1187107,8,0,7,3,1,1,2,5,368
2808,1187108,8,35,1,51,0,1,2,4,14
2809,1187109,7,1,5,51,1,1,0,4,18
2810,1187110,8,15,5,51,1,1,2,4,18
2811,1187112,8,14,9,51,1,4,1,4,3
2812,1187115,8,5,1,8,1,1,2,2,9
2813,1187120,8,6,8,25,1,1,2,4,92
2814,1187122,7,1,5,8,1,1,2,4,1518
2815,1187123,7,1,1,8,1,1,2,4,1430
2816,1187127,8,5,2,48,1,1,2,4,1518
2817,1187128,8,5,1,42,1,1,2,2,16
2818,1187131,8,0,2,33,1,1,2,4,1272
2819,1187132,8,0,4,53,1,1,2,4,62
2820,1187136,7,1,1,33,1,1,1,4,3
2821,1187137,8,0,3,44,1,1,0,4,2049
2822,1187139,8,5,3,8,1,1,0,4,2049
2823,1187141,8,0,3,45,1,1,0,1,2049
2824,1187143,8,0,3,8,1,2,1,1,1525
2825,1187146,8,6,3,28,1,2,2,1,1940
2826,1187148,8,5,2,14,1,1,2,4,93
2827,1187149,8,0,2,56,1,1,2,4,934
2828,1187150,8,0,1,58,1,1,2,4,215
2829,1187151,8,5,7,39,1,1,1,5,368
2830,1187158,8,0,3,51,1,1,1,1,1940
2831,1187159,8,0,1,5,1,1,1,2,1
2832,1187160,8,5,2,40,1,1,1,4,55
2833,1187162,8,0,7,53,1,2,2,5,368
2834,1187165,7,1,6,37,1,1,0,3,1430
2835,1187167,8,5,2,41,1,1,1,4,34
2836,1187169,8,4,4,41,1,1,2,4,368
2837,1187172,8,0,1,33,1,1,2,2,1518
2838,1187176,7,1,3,51,1,1,0,1,1940
2839,1187177,8,0,2,38,1,1,2,4,25
2840,1187180,7,5,1,28,1,1,2,2,229
2841,1187185,7,6,3,8,1,1,0,1,2049
2842,1187186,7,6,3,8,1,1,0,1,1525
2843,1187187,7,1,3,8,1,1,1,1,1940
2844,1187196,7,1,1,39,1,1,1,4,97
2845,1187197,7,1,1,39,1,1,1,4,392
2846,1187198,8,0,2,25,1,1,1,4,1430
2847,1187201,8,0,2,29,1,1,2,4,1518
2848,1187205,8,5,5,29,1,1,0,4,1430
2849,1187207,8,0,2,21,1,1,2,4,1272
2850,1187208,8,5,6,51,1,1,0,4,9
2851,1187211,8,5,10,8,1,1,2,4,270
2852,1187212,8,0,5,48,1,1,1,4,90
2853,1187213,8,5,6,8,1,1,0,3,7
2854,1187224,8,0,2,44,1,1,0,4,211
2855,1187225,8,0,2,44,1,1,2,4,82
2856,1187230,8,5,4,12,1,2,2,4,1016
2857,1187231,8,5,2,12,1,1,2,4,934
2858,1187232,8,0,2,8,1,1,2,4,90
2859,1187233,8,0,2,8,1,1,1,4,1518
2860,1187238,8,6,1,44,1,1,2,4,17
2861,1187239,8,5,2,22,1,5,2,4,934
2862,1187241,8,0,2,41,1,1,2,4,19
2863,1187242,8,0,5,19,1,1,2,4,1016
2864,1187243,8,0,5,19,1,1,1,4,199
2865,1187244,8,4,4,37,1,4,2,4,567
2866,1187245,8,0,6,39,1,1,1,3,3
2867,1187246,8,5,1,13,1,1,2,2,392
2868,1187248,7,0,5,33,1,1,1,4,1430
2869,1187249,8,0,2,13,1,1,1,4,199
2870,1187250,7,1,6,8,1,1,2,4,217
2871,1187251,8,5,7,41,1,1,2,5,368
2872,1187252,8,5,2,8,1,1,1,4,1430
2873,1187253,7,6,2,45,1,1,1,4,11
2874,1187254,8,4,5,19,1,2,2,4,110
2875,1187255,7,1,1,19,1,2,1,2,8
2876,1187260,7,1,1,19,1,1,1,2,27
2877,1187261,7,1,1,19,1,1,1,2,13
2878,1187549,7,1,7,51,1,1,2,5,237
2879,1187550,8,0,2,37,1,1,0,4,749
2880,1187551,8,18,10,8,1,1,2,4,69
2881,1187554,8,0,3,37,1,2,1,4,2049
2882,1187555,8,5,3,39,1,1,1,1,1940
2883,1187556,8,5,3,51,1,1,2,1,1940
2884,1187560,8,0,1,40,1,1,2,2,1
2885,1187563,9,0,1,42,1,1,2,2,229
2886,1187565,8,5,6,8,1,4,2,4,481
2887,1187566,9,5,2,28,1,1,2,4,1430
2888,1187567,9,5,2,28,1,1,2,4,429
2889,1187568,9,5,10,13,1,2,1,4,396
2890,1187572,9,0,5,19,1,1,2,4,1518
2891,1187573,9,0,5,19,1,1,0,4,1272
2892,1187574,9,0,2,24,1,1,0,4,429
2893,1187577,9,3,1,13,1,1,2,2,50
2894,1187580,9,0,2,13,1,1,1,4,3
2895,1187581,9,0,2,8,1,1,2,4,1272
2896,1187582,9,3,3,53,1,1,2,1,1940
2897,1187583,9,3,3,53,1,2,0,1,1525
2898,1187584,9,0,3,5,1,2,0,1,2049
2899,1187585,9,0,3,5,1,2,0,1,1525
2900,1187586,9,0,3,28,1,1,0,1,1940
2901,1187587,9,0,3,28,1,1,0,1,1525
2902,1187588,9,0,3,14,1,2,0,1,2049
2903,1187589,9,0,3,14,1,2,0,1,1525
2904,1187590,9,0,3,22,1,2,0,1,2049
2905,1187591,9,0,3,22,1,2,2,1,1525
2906,1187592,9,5,4,51,1,1,1,4,25
2907,1187593,9,3,8,56,1,1,2,4,7
2908,1187597,9,0,1,23,1,1,2,2,4
2909,1187599,9,12,1,37,1,1,1,4,41
2910,1187600,9,5,1,37,1,1,2,4,1016
2911,1187601,9,5,6,8,1,2,2,3,25
2912,1187606,9,0,4,14,1,1,0,4,1016
2913,1187615,8,0,5,37,1,1,0,4,1430
2914,1187616,8,0,4,49,1,1,1,4,567
2915,1187618,8,0,2,12,1,2,2,4,1518
2916,1187619,8,0,1,14,1,1,2,2,27
2917,1187629,9,4,1,8,1,1,1,2,2
2918,1187630,8,1,1,51,0,6,2,4,4
2919,1187631,8,0,4,56,1,1,0,4,1272
2920,1187634,8,0,5,41,1,4,0,4,1272
2921,1187635,8,0,1,17,1,1,2,2,1430
2922,1187636,8,5,1,19,1,1,2,2,2
2923,1187637,8,0,5,28,1,4,0,4,1272
2924,1187639,8,6,5,8,1,2,1,0,1430
2925,1187640,8,5,6,37,1,1,2,3,133
2926,1187648,8,7,1,57,1,1,2,2,13
2927,1187651,8,1,2,14,1,1,1,4,399
2928,1187652,8,1,3,14,1,2,2,1,2049
2929,1187653,8,1,3,14,1,1,1,1,1525
2930,1187654,8,4,3,14,1,1,2,1,1940
2931,1187657,8,1,3,56,1,1,1,4,1525
2932,1187658,8,5,6,7,1,1,0,3,5
2933,1187662,8,5,2,13,1,1,2,4,399
2934,1187663,8,8,2,13,1,2,2,4,1518
2935,1187665,8,1,2,13,1,1,2,4,429
2936,1187666,8,1,3,41,1,1,0,1,2049
2937,1187667,8,1,1,22,1,2,1,2,396
2938,1187668,8,5,3,36,1,1,2,1,1272
2939,1187675,8,1,1,18,1,1,1,4,3
2940,1187676,8,8,3,39,1,1,2,1,5
2941,1187677,8,1,5,37,1,5,2,4,82
2942,1187680,8,1,1,9,0,6,2,4,1
2943,1187685,8,1,1,10,1,1,1,2,368
2944,1187686,8,1,2,8,1,1,0,4,749
2945,1187691,8,4,1,36,1,1,0,2,1016
2946,1187692,8,8,2,13,1,1,2,4,749
2947,1187695,8,1,2,13,1,1,1,4,111
2948,1187696,8,4,9,44,1,1,2,4,66
2949,1187697,8,4,4,57,1,1,2,4,16
2950,1187699,8,1,1,8,1,1,2,4,5
2951,1187700,8,1,2,19,1,1,2,4,1016
2952,1187705,8,7,1,31,0,1,2,4,46
2953,1187706,8,1,5,9,1,1,0,4,429
2954,1187707,8,1,5,51,1,1,2,0,39
2955,1187708,8,1,5,40,1,1,2,4,1016
2956,1187709,8,1,7,44,1,1,0,3,1272
2957,1187714,8,1,1,12,0,6,2,4,1
2958,1187715,8,1,6,44,1,1,2,3,32
2959,1187718,8,1,5,28,1,5,0,4,55
2960,1187719,8,1,3,17,1,2,0,1,1940
2961,1187720,8,1,5,44,1,4,2,4,107
2962,1187722,8,1,1,40,1,2,0,2,86
2963,1187723,8,1,2,53,1,1,2,4,1430
2964,1187724,8,1,1,5,1,1,2,2,392
2965,1187725,8,1,6,9,1,1,0,3,15
2966,1187726,8,5,1,7,1,1,2,4,7
2967,1187727,8,5,2,3,0,2,2,4,3
2968,1187728,8,5,9,14,1,1,1,4,6
2969,1187731,8,1,5,19,1,1,2,0,1518
2970,1187732,8,6,3,19,1,1,2,1,2049
2971,1187735,8,1,1,8,1,2,0,2,396
2972,1187737,8,1,4,24,1,1,2,4,25
2973,1187738,8,1,2,8,1,1,1,4,1016
2974,1187739,9,0,5,40,1,2,2,0,93
2975,1187740,9,0,2,10,1,1,2,4,934
2976,1187742,9,45,1,8,1,1,1,2,8
2977,1187745,9,5,1,51,1,1,0,4,5
2978,1187746,9,0,1,28,1,1,1,2,229
2979,1187747,9,5,6,51,1,1,2,4,22
2980,1187749,9,0,3,33,1,2,0,1,2049
2981,1187750,9,5,10,30,1,4,2,4,1016
2982,1187752,9,0,2,29,1,1,1,4,1430
2983,1187753,9,0,2,40,1,4,2,4,93
2984,1187755,9,0,1,14,1,1,0,4,3
2985,1187756,9,6,1,23,1,1,2,2,43
2986,1187759,9,0,3,40,1,2,0,1,2049
