,Complaint ID,Day_received,Response_time,Product_num,State_num,Timely_response_bin,Company_response_num,Consumer_disputed_num,Issue_num,Company_num
107,1178142,2,10,3,8,1,1,2,1,1940
108,1178143,2,10,3,8,1,1,1,1,1525
109,1178144,2,10,3,8,1,1,2,1,2049
110,1178149,1,1,7,14,1,4,2,5,368
111,1178150,1,6,3,13,1,1,1,1,2049
112,1178151,1,1,4,41,1,2,0,4,1016
113,1178152,1,1,4,41,1,2,0,4,1016
114,1178153,1,1,3,39,1,2,0,1,1940
115,1178154,1,1,3,7,1,1,2,1,1940
116,1178155,1,1,1,13,1,1,0,2,32
117,1178156,1,6,4,44,1,4,2,4,114
118,1178158,1,1,7,38,1,1,0,5,368
119,1178159,1,1,2,40,1,1,2,4,1430
120,1178160,1,1,10,47,1,4,0,4,270
121,1178163,1,1,2,8,1,1,0,4,749
122,1178166,1,1,7,28,1,1,0,5,368
123,1178167,1,8,4,37,1,1,2,4,1518
124,1178168,1,6,6,3,1,1,1,4,12
125,1178169,1,6,3,56,1,1,2,1,1940
126,1178170,1,1,4,56,1,1,0,4,1272
127,1178172,1,40,4,26,1,1,1,4,481
128,1178173,1,1,3,8,1,1,1,1,1525
129,1178174,1,1,3,14,1,1,1,4,2049
130,1178175,1,6,4,8,1,4,0,4,481
131,1178176,1,5,1,28,1,1,2,2,215
132,1178177,1,6,3,28,1,1,0,1,1940
133,1178178,1,6,6,8,1,1,2,4,69
134,1178179,1,1,4,5,1,4,0,4,429
135,1178180,1,1,9,41,1,1,1,4,112
136,1178181,1,6,8,8,1,1,2,4,2
137,1178182,1,1,2,29,1,2,0,4,83
138,1178183,1,6,6,14,1,1,2,3,22
139,1178184,1,1,1,51,1,2,0,2,396
140,1178185,2,0,4,57,1,4,0,4,270
141,1178187,2,5,1,8,1,1,2,4,28
142,1178189,2,0,1,8,1,1,0,4,392
143,1178194,2,0,1,12,1,1,1,2,399
144,1178195,2,5,6,9,1,1,2,3,11
145,1178197,2,0,2,34,1,1,2,4,13
146,1178198,2,0,3,8,1,1,0,1,1525
147,1178200,2,0,4,13,1,2,2,4,24
148,1178201,2,0,2,38,1,1,2,4,1272
149,1178204,2,0,3,43,1,2,0,1,1940
150,1178205,2,0,1,51,0,1,2,2,40
151,1178206,2,0,4,58,1,4,0,4,481
152,1178210,2,0,1,13,1,1,0,2,55
153,1178211,2,0,7,24,1,1,2,3,368
154,1178217,2,10,7,44,1,1,2,5,25
155,1178224,2,0,2,13,1,1,0,4,41
156,1178228,2,0,1,28,1,1,1,2,13
157,1178238,2,5,5,44,1,1,0,4,1430
158,1178240,2,5,1,40,1,1,1,4,1016
159,1178242,2,0,1,42,1,1,2,2,50
160,1178257,2,5,9,14,1,1,2,4,66
161,1178270,2,5,4,45,1,1,2,4,567
162,1178272,2,5,5,30,1,1,0,4,18
163,1178275,2,0,1,47,1,1,0,2,71
164,1178276,2,0,1,47,1,1,0,4,19
165,1178277,2,0,2,57,1,1,0,4,211
166,1178279,2,0,3,44,1,2,1,4,1940
167,1178280,2,6,1,40,1,1,0,2,27
168,1178285,2,0,2,24,1,1,2,4,1518
169,1178287,2,0,3,20,1,2,0,1,1525
170,1178288,2,6,5,25,1,1,2,4,1430
171,1178289,2,6,4,25,1,1,0,4,38
172,1178294,2,0,1,19,1,1,1,4,1
173,1178295,2,0,1,19,1,4,2,4,25
174,1178296,2,5,5,20,1,1,2,4,110
175,1178297,2,0,5,37,1,1,1,4,1518
176,1178298,2,6,1,28,1,1,1,2,1
177,1178300,2,18,1,8,1,2,2,4,1016
178,1178301,2,0,4,37,1,2,0,4,270
179,1178305,2,0,7,8,1,1,0,3,65
180,1178307,2,6,1,51,1,5,2,2,5
181,1178308,2,0,1,14,1,1,0,2,9
182,1178310,2,5,5,9,1,1,0,4,1272
183,1178319,2,3,5,21,1,4,2,4,1518
184,1178338,2,3,5,42,1,2,0,4,1518
185,1178342,2,3,5,7,1,1,1,0,1272
186,1178346,2,0,2,19,1,1,1,4,41
187,1178347,2,0,2,19,1,1,1,4,1430
188,1178351,2,0,4,37,1,2,0,4,1016
189,1178353,2,3,5,11,1,4,2,0,1525
190,1178357,2,5,5,41,1,1,2,4,110
191,1178358,2,0,1,13,1,5,0,2,22
192,1178364,2,0,2,53,1,1,0,4,17
193,1178366,2,5,8,51,1,1,0,4,39
194,1178367,2,0,1,48,1,2,0,2,20
195,1178368,2,0,1,13,1,2,1,2,396
196,1178370,2,3,5,29,1,1,2,4,83
197,1178378,2,6,2,8,1,1,2,4,4
198,1178380,2,6,2,8,1,1,2,4,749
199,1178381,2,6,2,8,1,1,0,4,1016
200,1178386,2,5,1,9,1,1,2,2,71
201,1178388,2,6,1,8,0,5,1,2,22
202,1178394,2,0,1,53,1,2,0,4,392
203,1178395,2,0,1,53,1,1,2,4,1016
204,1178402,2,5,5,19,1,2,0,4,396
205,1178403,2,6,3,19,1,1,0,1,2049
206,1178404,2,6,3,19,1,1,2,1,1525
207,1178405,2,6,3,19,1,1,2,1,1525
208,1178407,2,6,3,19,1,2,2,1,1940
209,1178410,2,0,3,19,1,1,0,1,1525
210,1178413,2,3,1,13,1,1,1,2,23
211,1178419,2,0,3,10,1,1,0,1,1525
212,1178428,2,4,5,8,1,1,2,4,1272
213,1178429,2,0,3,9,1,1,2,4,1940
214,1178438,2,0,1,9,1,1,1,2,9
215,1178441,2,5,5,8,1,1,1,4,1430
216,1178442,2,4,5,40,1,1,2,4,93
217,1178443,2,0,1,19,1,1,0,2,50
218,1178449,2,0,4,53,1,1,0,4,1430
219,1178453,2,5,5,36,0,6,2,4,1
220,1178462,2,0,7,12,1,1,0,5,368
221,1178466,2,0,2,13,1,4,2,4,1430
222,1178472,2,3,1,39,1,1,2,2,19
223,1178476,2,5,5,33,1,1,2,4,1430
224,1178479,2,6,2,8,1,1,2,4,1272
225,1178486,2,0,1,25,1,1,0,2,50
226,1178495,2,0,5,40,1,4,0,4,1518
227,1178503,2,6,5,8,0,6,2,4,3
228,1178509,2,0,5,7,1,1,0,4,1430
229,1178510,2,5,5,56,1,4,0,4,1430
230,1178512,2,5,2,13,1,1,2,4,399
231,1178513,2,0,1,40,1,2,1,2,86
232,1178515,2,0,3,57,1,2,0,1,1940
233,1178518,2,0,4,37,1,1,1,4,1272
234,1178519,2,6,4,41,1,4,0,4,481
235,1178520,2,6,5,44,1,1,1,4,368
236,1178521,2,6,2,13,1,1,0,4,934
237,1178522,2,6,2,41,1,1,2,4,1518
238,1178523,2,6,4,51,1,1,0,4,1
239,1178524,2,6,2,8,1,1,2,4,1430
240,1178525,2,6,2,33,1,1,0,4,1272
241,1178527,2,6,4,29,1,1,0,4,481
242,1178528,2,6,1,14,1,1,0,4,215
243,1178531,2,0,1,8,1,1,0,2,3
244,1178538,2,0,1,37,1,2,2,2,86
245,1178547,2,0,2,25,1,1,0,4,97
246,1178554,2,0,2,24,1,1,0,4,1518
247,1178555,2,0,2,19,1,1,0,4,1272
248,1178557,2,0,5,25,1,2,0,4,1518
249,1178558,2,5,2,8,1,1,2,4,429
250,1178559,2,6,10,40,1,1,1,4,217
251,1178562,2,4,6,22,1,2,0,3,368
252,1178566,2,0,2,40,1,1,2,4,1272
253,1178569,2,6,4,26,1,1,2,4,567
254,1178571,2,5,2,10,1,1,2,4,55
255,1178572,2,0,2,43,1,1,0,4,749
256,1178573,2,6,2,37,1,1,2,4,51
257,1178575,2,0,2,13,1,1,2,4,1016
258,1178590,2,5,2,44,1,1,0,4,749
259,1178599,2,4,1,30,1,1,0,4,1
260,1178603,2,3,6,8,1,1,0,4,43
261,1178604,2,0,2,50,1,1,1,4,184
262,1178619,2,5,2,28,1,1,2,4,74
263,1178621,2,0,7,35,1,1,0,3,368
264,1178631,2,3,5,13,1,4,0,4,1518
265,1178635,2,6,7,19,1,1,1,5,64
266,1178636,2,11,7,19,1,1,2,3,3
267,1178638,2,10,4,40,1,1,0,4,270
268,1178639,2,0,3,14,1,2,0,1,1525
269,1178644,2,0,4,13,1,4,0,4,368
270,1178645,2,6,7,13,1,1,0,5,4
271,1178651,2,6,1,13,1,1,1,4,8
272,1178653,2,6,4,24,1,2,0,5,1016
273,1178654,2,6,9,38,1,1,2,4,112
274,1178659,2,6,1,7,1,2,0,2,34
275,1178663,2,0,1,37,1,1,0,2,10
276,1178667,2,0,3,51,1,2,0,1,2049
277,1178668,2,6,1,7,1,1,2,4,101
278,1178672,2,0,1,51,1,1,0,2,396
279,1178678,2,0,1,32,1,1,0,4,1016
280,1178679,2,6,5,13,1,1,1,0,1430
281,1178682,2,3,5,25,1,4,2,4,237
282,1178685,2,6,4,19,1,4,0,4,101
283,1178688,2,5,2,44,1,1,0,4,1430
284,1178690,2,6,5,31,1,1,0,4,38
285,1178692,2,0,2,8,1,1,1,4,399
286,1178693,2,0,2,57,1,1,1,4,749
287,1178695,2,0,7,51,1,4,0,3,368
288,1178698,2,0,3,13,1,2,0,1,1525
289,1178701,2,6,2,30,1,1,2,4,74
290,1178702,2,3,5,40,1,5,1,4,82
291,1178704,2,3,6,7,1,1,2,3,567
292,1178706,2,0,2,57,1,5,2,4,399
293,1178710,2,6,2,33,1,1,0,4,93
294,1178724,2,11,1,49,1,1,0,2,1
295,1178728,2,6,2,13,1,1,1,4,2
296,1178731,2,6,3,13,1,1,0,1,1940
297,1178732,2,0,2,8,1,5,1,4,82
298,1178734,2,0,2,37,1,1,2,4,749
299,1178735,2,6,2,40,1,1,2,4,1272
300,1178742,2,0,1,51,1,2,1,4,368
301,1178743,2,6,3,40,1,1,0,1,1525
302,1178744,2,6,7,38,1,1,0,5,64
303,1178749,2,6,4,41,1,1,0,4,217
304,1178758,2,5,5,8,1,4,2,4,165
305,1178760,2,6,4,50,1,1,2,4,18
306,1178766,2,5,4,13,1,2,0,4,368
307,1178768,2,6,4,25,1,1,2,4,429
308,1178771,2,6,2,40,1,1,1,4,90
309,1178778,2,0,4,28,1,1,0,4,1430
310,1178779,2,6,6,24,1,1,0,4,1518
311,1178782,2,3,5,19,1,1,0,4,1272
312,1178783,2,6,1,52,0,1,2,4,5
313,1178784,2,0,4,30,1,1,2,5,567
314,1178788,2,0,1,57,1,1,0,4,12
315,1178789,2,6,2,12,1,1,2,4,1272
316,1178790,2,6,5,25,1,1,0,4,1430
317,1178794,2,0,1,13,1,2,2,2,1518
318,1178797,2,0,6,13,1,1,0,3,33
319,1178803,2,6,2,40,1,1,1,4,1518
320,1178807,2,0,5,40,1,1,1,4,1016
321,1178812,2,0,1,8,1,1,2,2,28
322,1178814,2,0,1,51,1,1,0,2,40
323,1178815,2,6,1,51,1,2,0,2,481
324,1178817,2,6,2,13,1,1,2,4,97
325,1178818,2,6,2,47,1,1,2,4,25
326,1178822,2,0,3,58,1,1,2,1,1525
327,1178825,2,0,7,50,1,1,0,5,368
328,1178826,2,6,3,19,1,1,0,1,2049
329,1178831,2,6,3,16,1,1,2,1,2049
330,1178832,2,6,5,8,1,1,2,4,25
331,1178834,2,0,1,53,0,1,2,2,1
332,1178835,2,5,1,53,1,4,2,2,1016
333,1178836,2,3,5,13,1,4,0,4,83
334,1178837,2,5,1,8,1,2,0,4,34
335,1178838,2,6,2,37,1,1,2,4,934
336,1178842,2,5,4,9,1,1,0,4,1430
337,1178845,2,5,2,41,1,1,2,4,749
338,1178848,2,6,1,13,1,1,0,2,15
339,1178849,2,0,2,44,1,1,1,4,1518
340,1178852,2,6,2,40,1,5,2,4,82
341,1178863,2,0,1,53,1,1,0,2,71
342,1178865,2,0,2,8,1,1,0,4,1430
343,1178871,2,6,7,51,1,4,2,5,368
344,1178875,2,0,3,13,1,2,0,1,2049
345,1178876,2,0,3,13,1,2,0,1,1940
346,1178879,2,0,3,8,1,1,0,1,2049
347,1178881,2,5,5,51,1,1,0,4,1430
348,1178887,2,6,2,43,1,1,0,4,74
349,1178895,2,4,5,8,1,1,2,4,1430
350,1178896,2,5,1,10,1,1,0,2,1940
351,1178910,2,0,1,57,1,1,0,2,11
352,1178914,2,0,4,37,1,1,1,4,1016
353,1178921,2,0,2,20,1,1,1,4,749
354,1178933,2,6,3,41,1,2,0,1,2049
355,1178934,2,4,1,40,1,1,0,2,3
356,1178935,2,4,1,40,1,1,0,2,133
357,1178936,2,0,7,25,1,1,0,3,368
358,1178941,2,6,4,24,1,4,0,4,114
359,1178942,2,6,2,8,1,1,2,4,97
360,1178947,2,0,7,9,1,1,0,5,72
361,1178949,2,4,4,25,1,1,2,4,368
362,1178955,2,6,2,40,1,1,0,4,1016
363,1178956,2,0,2,51,1,1,0,4,90
364,1178960,2,5,2,20,1,1,2,4,93
365,1178961,2,6,1,19,1,1,0,2,481
366,1178962,2,0,2,13,1,1,0,4,4
367,1178971,2,6,1,44,0,6,2,2,24
368,1178972,2,6,3,24,1,1,0,1,1525
369,1178973,2,6,3,24,1,1,0,1,2049
370,1178974,2,6,3,24,1,2,0,1,1940
371,1178978,2,0,7,37,1,1,1,3,368
372,1178979,2,0,2,51,1,1,0,4,111
373,1178981,2,7,1,9,1,1,0,4,2
374,1178992,2,0,2,33,1,1,0,4,1430
375,1178994,2,0,2,41,1,1,0,4,934
376,1178996,2,6,2,14,1,1,2,4,934
377,1178998,2,3,5,20,1,4,0,4,64
378,1179000,2,0,2,19,1,1,0,4,97
379,1179002,2,0,1,44,1,1,0,4,3
380,1179006,2,0,3,51,1,2,0,4,2049
381,1179010,2,6,7,56,1,1,0,3,17
382,1179012,2,3,5,40,1,1,0,4,429
383,1179025,2,0,7,48,1,1,0,5,35
384,1179026,2,0,7,39,1,4,1,3,368
385,1179042,2,4,5,30,1,1,2,4,83
386,1179043,2,5,1,51,1,1,0,2,1
387,1179047,2,3,5,9,1,1,0,4,1272
388,1179051,2,6,7,13,1,1,2,5,368
389,1179058,2,0,6,48,1,1,1,4,110
390,1179059,2,6,2,8,1,1,0,4,211
391,1179062,2,0,3,51,1,2,0,4,2049
392,1179063,2,3,5,7,1,1,2,4,1518
393,1179064,2,4,6,14,1,1,0,4,28
394,1179066,2,6,2,9,1,1,0,4,749
395,1179068,2,5,4,40,1,1,0,4,368
396,1179070,2,6,4,8,1,4,0,5,481
397,1179072,2,6,2,35,1,1,2,4,1430
398,1179073,2,0,2,8,1,1,0,4,934
399,1179074,2,6,4,40,1,1,2,4,1016
400,1179076,2,0,3,42,1,2,2,4,1525
401,1179077,2,6,1,42,1,1,1,4,71
402,1179078,2,4,5,8,1,1,0,4,1430
403,1179085,1,1,4,8,1,1,2,4,34
404,1179086,2,0,7,28,1,1,0,3,368
405,1179087,2,0,3,53,1,1,1,4,2049
406,1179088,2,6,2,8,1,1,0,4,934
407,1179092,1,6,3,13,1,1,1,4,2049
408,1179093,1,6,3,13,1,1,0,4,1525
409,1179097,2,0,1,51,1,1,0,2,16
410,1179098,2,0,1,51,1,2,2,2,392
411,1179099,2,6,4,51,1,1,1,4,101
412,1179104,2,0,3,53,1,2,1,4,1525
413,1179105,2,21,3,33,1,1,2,1,2049
414,1179109,2,3,5,14,1,1,0,0,1518
415,1179119,2,0,1,8,1,1,0,2,41
416,1179121,2,27,3,24,1,1,2,1,1940
417,1179122,2,27,3,24,1,1,2,1,1525
418,1179123,2,27,3,24,1,1,2,1,2049
419,1179127,2,39,3,40,1,3,2,1,1940
420,1179128,2,39,3,40,1,1,2,1,2049
421,1179129,2,39,3,40,1,1,2,1,1525
422,1179131,2,0,1,8,1,1,2,2,71
423,1179134,2,6,3,56,1,2,1,1,2049
424,1179136,2,6,1,51,1,2,2,4,20
425,1179147,2,3,5,40,1,1,2,4,165
426,1179149,2,6,2,8,1,1,0,4,749
427,1179150,2,0,3,13,1,1,1,1,2049
428,1179151,2,5,5,51,1,1,2,4,83
429,1179152,2,5,2,40,0,1,1,4,36
430,1179153,2,0,7,8,1,1,1,5,368
431,1179154,2,6,2,8,1,1,0,4,749
432,1179155,2,4,6,13,1,1,2,3,1518
433,1179160,2,6,6,37,1,1,2,3,82
434,1179161,2,6,3,8,1,1,0,1,2049
435,1179163,2,0,3,44,1,2,1,1,1940
436,1179168,2,6,5,40,1,1,2,4,17
437,1179170,2,6,7,19,1,1,0,5,1272
438,1179172,2,0,2,48,1,5,2,4,237
439,1179173,1,1,4,11,1,1,0,4,1518
440,1179176,2,5,5,53,1,4,2,4,1518
441,1179178,2,0,1,40,1,1,1,2,7
442,1179179,1,1,2,28,1,1,0,4,749
443,1179182,2,5,3,13,1,1,0,1,2049
444,1179183,2,0,6,40,1,1,0,4,19
445,1179184,2,0,3,8,1,1,0,1,2049
446,1179185,2,26,3,50,1,1,2,1,1525
447,1179188,2,5,2,56,1,1,1,4,55
448,1179198,1,1,2,25,1,1,2,4,1272
449,1179202,2,0,4,25,1,2,0,4,270
450,1179204,2,0,5,25,1,1,2,4,567
451,1179205,2,0,6,25,1,1,1,3,7
452,1179206,2,0,5,25,1,1,2,4,25
453,1179207,2,0,5,25,1,1,2,4,237
454,1179208,2,0,5,25,1,1,0,4,3
455,1179209,2,0,6,25,1,1,2,4,8
456,1179212,2,0,1,13,1,1,0,2,97
457,1179214,2,5,2,8,1,1,2,4,934
458,1179216,2,5,2,13,1,5,0,4,1518
459,1179217,2,0,5,22,1,1,1,4,83
460,1179218,2,6,5,44,1,1,2,4,107
461,1179219,2,5,1,13,1,1,1,2,229
462,1179220,2,6,4,13,1,1,1,4,567
463,1179224,2,0,5,52,1,4,0,4,64
464,1179226,2,6,4,44,1,1,0,4,481
465,1179227,2,5,3,51,1,1,0,1,1525
466,1179228,2,5,3,51,1,2,0,1,1940
467,1179230,2,6,5,41,1,1,2,4,55
468,1179237,2,5,1,42,1,2,2,2,11
469,1179243,2,0,4,51,1,1,1,4,368
470,1179247,2,0,1,44,1,2,0,2,9
471,1179250,2,6,1,10,1,1,2,4,97
472,1179252,2,6,9,14,1,1,2,4,66
473,1179256,2,0,2,47,1,1,1,4,1272
474,1179259,2,0,3,8,1,1,1,1,2049
475,1179260,2,0,3,56,1,1,0,4,1525
476,1179261,2,0,3,56,1,1,0,1,2049
477,1179262,2,0,3,56,1,1,0,1,1940
478,1179263,2,3,5,24,1,5,0,4,64
479,1179264,2,5,2,13,1,1,2,4,749
480,1179418,2,6,6,13,1,1,2,3,5
481,1179419,2,6,2,13,1,1,0,4,749
482,1179422,2,0,3,50,1,2,2,4,1940
483,1179425,2,6,2,50,1,1,0,4,1518
484,1179432,2,0,3,53,1,2,1,4,1940
485,1179434,2,6,3,53,1,1,2,4,1525
486,1179435,2,6,3,53,1,1,2,4,1525
487,1179436,2,7,3,53,1,1,0,4,2049
488,1179438,2,6,2,33,1,1,2,4,1272
489,1179442,2,0,1,14,1,5,1,2,45
490,1179444,3,0,3,50,1,1,0,4,1525
491,1179445,2,1,5,51,1,4,0,4,1430
492,1179447,2,0,4,51,1,4,0,4,1272
493,1179450,3,0,1,40,1,1,1,2,368
494,1179451,2,4,5,8,1,1,1,4,1272
495,1179452,2,0,1,3,1,2,0,4,9
496,1179453,2,0,2,28,1,1,2,4,1272
497,1179454,2,0,1,37,0,2,2,2,11
498,1179455,3,0,1,21,1,2,1,2,392
499,1179459,2,1,5,8,1,1,0,4,429
500,1179462,2,1,1,8,0,1,2,4,40
501,1179463,2,1,4,19,1,1,2,4,567
502,1179468,2,1,2,37,1,1,0,4,97
503,1179475,2,3,5,7,1,1,1,4,1272
504,1179479,2,3,4,40,1,1,1,4,1430
505,1179485,2,1,2,18,1,1,0,4,749
506,1179486,2,1,3,8,1,2,0,1,1525
507,1179489,2,1,3,42,1,1,0,1,1940
508,1179490,2,1,3,44,1,2,1,1,2049
509,1179494,2,1,6,28,1,1,0,4,17
510,1179498,2,1,2,37,1,1,0,4,41
511,1179499,2,1,1,50,1,1,0,4,50
512,1179502,2,3,1,40,1,1,2,2,2
513,1179503,2,1,4,7,1,4,0,4,1016
514,1179504,2,3,1,51,1,1,1,4,13
515,1179505,2,1,2,7,1,1,0,4,1430
516,1179507,2,1,5,25,0,4,2,4,1518
517,1179508,2,1,1,8,1,2,0,2,396
518,1179509,2,1,7,41,1,1,0,5,64
519,1179510,2,1,2,37,1,1,2,4,1518
520,1179511,2,1,2,13,1,1,2,4,1518
521,1179513,2,1,1,19,1,1,0,2,52
522,1179514,2,1,1,25,1,1,0,2,5
523,1179515,2,1,1,25,1,1,0,2,50
524,1179517,2,7,1,8,1,1,2,4,2
525,1179518,2,1,3,48,1,2,0,1,1940
526,1179519,2,10,1,8,1,1,0,4,71
527,1179520,2,7,1,33,1,1,1,2,8
528,1179521,2,1,1,44,1,1,2,2,215
529,1179522,2,1,2,51,1,1,0,4,1430
530,1179523,2,4,1,3,1,2,2,4,229
531,1179524,2,1,1,3,1,1,0,4,1518
532,1179526,2,4,1,14,1,1,1,2,934
533,1179527,2,1,1,13,1,1,1,2,71
534,1179529,2,1,1,25,1,2,0,2,50
535,1179530,2,1,1,25,1,1,0,2,71
536,1179531,2,1,1,25,1,1,0,2,90
537,1179532,2,1,1,25,1,1,2,2,567
538,1179533,2,35,1,25,1,1,2,2,1430
539,1179534,2,1,1,25,1,2,0,2,481
540,1179535,2,1,2,7,1,2,0,4,1518
541,1179536,2,1,4,44,1,1,0,4,1272
542,1179537,2,6,1,23,1,2,2,4,1430
543,1179542,3,0,2,13,1,4,1,4,184
544,1179543,3,38,6,37,1,4,2,3,1
545,1179546,3,6,5,20,1,1,2,4,2
546,1179547,3,0,5,40,1,1,1,4,1016
547,1179548,3,5,1,19,1,1,2,2,4
548,1179549,3,0,1,19,1,2,0,4,392
549,1179553,3,2,1,23,1,1,2,2,5
550,1179554,3,0,1,51,1,1,0,2,97
551,1179555,3,0,2,23,1,1,0,4,1016
552,1179557,3,0,1,44,1,1,1,2,229
553,1179559,3,0,4,44,1,1,0,4,481
554,1179562,3,0,4,37,1,1,0,4,1272
555,1179563,3,0,3,41,1,2,0,1,1940
556,1179568,3,0,5,47,1,4,0,4,1518
557,1179569,3,0,2,36,1,1,0,4,749
558,1179571,3,0,1,29,0,1,2,2,1430
559,1179572,3,5,3,53,1,1,0,1,1940
560,1179573,3,0,3,53,1,1,0,1,2049
561,1179574,3,9,4,25,1,4,0,4,1016
562,1179575,3,0,1,10,1,1,2,2,1
563,1179577,3,0,7,14,1,1,0,5,72
564,1179579,3,0,3,37,1,1,0,1,1525
565,1179581,3,11,10,7,1,1,2,4,112
