Complaint ID,Product,Issue,Company,Company response,Timely response?,Consumer disputed?,Day received,Response time
1189651,Bank account or service,"Account opening, closing, or management",Bank of America,Closed with explanation,1,1,11,0
1189655,Debt collection,Cont'd attempts collect debt not owed,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,1,0,11,5
1189658,Credit reporting,Incorrect information on credit report,Equifax,Closed with non-monetary relief,1,0,11,0
1189659,Debt collection,Disclosure verification of debt,"Io, Inc.",Closed,1,1,11,5
1189660,Mortgage,"Loan servicing, payments, escrow account",U.S. Bancorp,Closed with non-monetary relief,1,1,11,0
1189661,Bank account or service,Problems caused by my funds being low,Bank of America,Closed with monetary relief,1,0,11,0
1189664,Bank account or service,"Account opening, closing, or management",Bank of America,Closed with explanation,1,0,11,0
1189665,Credit reporting,Incorrect information on credit report,Equifax,Closed with non-monetary relief,1,0,11,4
1189666,Bank account or service,"Account opening, closing, or management",Trustmark Corporation,Closed with explanation,1,1,11,0
1189667,Other financial service,Unexpected/Other fees,"John C. Heath, Attorney at Law, PLLC",Closed with monetary relief,1,0,10,0
1189668,Credit reporting,Incorrect information on credit report,Equifax,Closed with explanation,1,0,10,1
1189669,Credit reporting,Incorrect information on credit report,TransUnion,Closed with explanation,1,0,10,1
1189670,Credit reporting,Incorrect information on credit report,Experian,Closed with non-monetary relief,1,0,10,1
1189671,Debt collection,Cont'd attempts collect debt not owed,"Southwest Credit Systems, L.P.",Closed,1,1,10,4
1189675,Consumer loan,Managing the loan or lease,Ally Financial Inc.,Closed with explanation,1,0,11,0
1189676,Debt collection,False statements or representation,"Portfolio Recovery Associates, Inc.",Closed with non-monetary relief,1,0,11,0
1189677,Mortgage,Settlement process and costs,Bank of America,Closed with non-monetary relief,1,1,11,0
1189679,Mortgage,"Loan servicing, payments, escrow account",PHH Mortgage,Closed with explanation,1,0,10,4
1189680,Debt collection,Cont'd attempts collect debt not owed,"New Century Financial Services, Inc.",Closed with explanation,1,1,11,3
1189683,Debt collection,Cont'd attempts collect debt not owed,GE Capital Retail,Closed with explanation,1,1,11,0
1189684,Debt collection,Cont'd attempts collect debt not owed,Discover,Closed with explanation,1,1,11,1
1189685,Credit reporting,Credit reporting company's investigation,TransUnion,Closed with explanation,1,0,10,1
1189686,Credit card,Credit determination,Discover,Closed with non-monetary relief,1,0,11,0
1189687,Mortgage,"Loan modification,collection,foreclosure",U.S. Bancorp,Closed with non-monetary relief,1,0,11,0
1189689,Credit reporting,Unable to get credit report/credit score,Equifax,Closed with explanation,1,0,11,0
1189690,Credit reporting,Unable to get credit report/credit score,Experian,Closed with non-monetary relief,1,1,10,1
1189691,Bank account or service,Deposits and withdrawals,BOK Financial Corp,Closed with explanation,1,0,10,3
1189693,Bank account or service,Deposits and withdrawals,BOK Financial Corp,Closed with explanation,1,0,11,4
1189694,Credit reporting,Incorrect information on credit report,Experian,Closed with non-monetary relief,1,0,10,1
1189695,Credit card,Billing statement,Citibank,Closed with explanation,1,0,10,1
1189697,Bank account or service,Deposits and withdrawals,RBS Citizens,Closed with explanation,1,0,11,4
1189698,Credit reporting,Credit reporting company's investigation,Informative Research,Closed with explanation,1,0,11,39
1189699,Mortgage,"Application, originator, mortgage broker",JPMorgan Chase,Closed with non-monetary relief,1,1,11,0
1189700,Debt collection,Disclosure verification of debt,"AmerAssist A/R Solutions, Inc.",Closed,1,0,11,4
1189701,Debt collection,Cont'd attempts collect debt not owed,"Frederick J. Hanna & Associates, P.C.",Closed with explanation,1,1,11,0
1189702,Debt collection,Cont'd attempts collect debt not owed,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,1,0,11,4
1189706,Credit reporting,Credit reporting company's investigation,Experian,Closed with explanation,1,0,11,3
1189707,Prepaid card,Fraud or scam,"NetSpend Corporation,  a TSYS Company",Closed with explanation,1,0,10,1
1189708,Credit reporting,Incorrect information on credit report,Equifax,Closed with explanation,1,0,11,3
1189709,Credit reporting,Credit reporting company's investigation,Experian,Closed with non-monetary relief,1,0,10,1
1189713,Credit card,Billing disputes,Citibank,Closed with explanation,1,1,11,4
1189714,Mortgage,"Loan modification,collection,foreclosure",Wells Fargo,Closed with explanation,1,1,10,1
1189715,Consumer loan,Managing the loan or lease,Citibank,Closed with explanation,1,1,11,2
1189716,Credit reporting,Incorrect information on credit report,Equifax,Closed,1,0,10,1
1189717,Mortgage,"Loan modification,collection,foreclosure",JPMorgan Chase,Closed with explanation,1,0,10,1
1189718,Consumer loan,Managing the loan or lease,Toyota Motor Credit Corporation,Closed with explanation,1,1,10,4
1189719,Consumer loan,Managing the loan or lease,JPMorgan Chase,Closed with explanation,1,0,12,0
1189720,Mortgage,"Loan modification,collection,foreclosure",Bank of America,Closed with explanation,1,0,12,3
1189722,Mortgage,"Loan modification,collection,foreclosure",RBS Citizens,Closed with explanation,1,0,12,3
1189723,Debt collection,Disclosure verification of debt,"Convergent Resources, Inc.",Closed with explanation,1,1,11,1
1189725,Debt collection,Disclosure verification of debt,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,1,0,12,3
1189729,Credit reporting,Unable to get credit report/credit score,TransUnion,Closed with non-monetary relief,1,0,12,3
1189730,Credit reporting,Unable to get credit report/credit score,Equifax,Closed with non-monetary relief,1,0,12,3
1189731,Credit reporting,Unable to get credit report/credit score,Experian,Closed with non-monetary relief,1,0,12,3
1189732,Bank account or service,Problems caused by my funds being low,Capital One,Closed with explanation,1,1,12,16
1189734,Credit card,Credit line increase/decrease,Wells Fargo,Closed with explanation,1,1,12,0
1189737,Mortgage,"Loan modification,collection,foreclosure",Wells Fargo,Closed with explanation,1,0,12,3
1189740,Bank account or service,"Making/receiving payments, sending money",Bank of America,Closed with explanation,1,0,12,0
1189742,Mortgage,"Loan servicing, payments, escrow account",Bank of America,Closed with explanation,1,0,12,4
1189745,Credit reporting,Incorrect information on credit report,LexisNexis,Closed with explanation,1,0,12,3
1189747,Student loan,Can't repay my loan,U.S. Bancorp,Closed with explanation,1,0,12,0
1189750,Debt collection,Cont'd attempts collect debt not owed,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,1,1,12,0
1189753,Mortgage,Credit decision / Underwriting,Investors Bank,Closed with explanation,1,1,12,3
1189755,Credit card,Billing disputes,Amex,Closed with explanation,1,0,12,9
1189757,Credit reporting,Incorrect information on credit report,Equifax,Closed with explanation,1,1,12,3
1189763,Credit card,Billing disputes,JPMorgan Chase,Closed with explanation,1,1,12,0
1189764,Mortgage,"Application, originator, mortgage broker",Capital One,Closed with explanation,1,1,12,0
1189769,Payday loan,Can't stop charges to bank account,Direct Financial Solutions LLC,Closed with explanation,1,0,12,0
1189770,Payday loan,Can't stop charges to bank account,"Enova International, Inc.",Closed with explanation,1,0,12,0
1189771,Debt collection,Disclosure verification of debt,Tenet HealthCare Corporation,Closed with explanation,1,1,12,0
1189772,Debt collection,Disclosure verification of debt,Tenet HealthCare Corporation,Closed with explanation,1,1,12,0
1189775,Consumer loan,Problems when you are unable to pay,1st Franklin Financial Corporation,Closed with explanation,1,0,12,0
1189776,Money transfers,Other transaction issues,PayPal,Closed with monetary relief,1,0,12,0
1189784,Debt collection,Disclosure verification of debt,Resurgent Capital Services L.P.,Closed,1,0,12,0
1189785,Debt collection,Cont'd attempts collect debt not owed,Encore Capital Group,Closed with explanation,1,0,12,0
1189787,Mortgage,"Loan modification,collection,foreclosure","Select Portfolio Servicing, Inc",Closed with explanation,1,0,12,0
1189788,Credit reporting,Incorrect information on credit report,Equifax,Closed with non-monetary relief,1,0,12,3
1189793,Credit card,Closing/Cancelling account,Amex,Closed with explanation,1,0,12,2
1189795,Credit card,Other,TD Bank,Closed with non-monetary relief,1,0,12,0
1189798,Bank account or service,"Account opening, closing, or management",BB&T Financial,Closed with explanation,1,0,12,2
1189800,Mortgage,"Loan servicing, payments, escrow account",Nationstar Mortgage,Closed with explanation,1,1,12,0
1189802,Credit reporting,Credit reporting company's investigation,Experian,Closed with explanation,1,0,12,0
1189804,Mortgage,"Loan servicing, payments, escrow account","Caliber Home Loans, Inc",Closed with explanation,1,1,11,1
1189805,Debt collection,Cont'd attempts collect debt not owed,"Diversified Consultants, Inc.",Closed with explanation,1,0,11,1
1189806,Debt collection,Cont'd attempts collect debt not owed,Encore Capital Group,Closed with explanation,1,0,11,1
1189808,Credit reporting,Incorrect information on credit report,TransUnion,Closed with non-monetary relief,1,0,11,1
1189809,Mortgage,"Loan servicing, payments, escrow account",JPMorgan Chase,Closed with monetary relief,1,0,11,1
1189810,Credit card,Identity theft / Fraud / Embezzlement,Citibank,Closed with explanation,1,1,11,1
1189811,Credit card,Application processing delay,Barclays,Closed with explanation,1,0,11,4
1189812,Bank account or service,"Account opening, closing, or management",JPMorgan Chase,Closed with explanation,1,1,11,1
1189813,Debt collection,Improper contact or sharing of info,AmeriCollect,Closed with explanation,1,1,11,1
1189816,Debt collection,Disclosure verification of debt,RMP Group Inc.,Closed with explanation,1,0,11,1
1189817,Debt collection,Cont'd attempts collect debt not owed,Clark County Collection Service,Closed with explanation,1,0,11,10
1189821,Credit reporting,Incorrect information on credit report,Experian,Closed with non-monetary relief,1,0,11,1
1189822,Credit reporting,Incorrect information on credit report,TransUnion,Closed with explanation,1,0,11,1
1189823,Credit reporting,Incorrect information on credit report,Carrington Mortgage,Closed with explanation,1,0,11,2
1189824,Credit reporting,Incorrect information on credit report,Equifax,Closed with non-monetary relief,1,0,11,1
1189825,Mortgage,"Loan modification,collection,foreclosure",Bank of America,Closed with explanation,1,0,11,1
1189826,Debt collection,Cont'd attempts collect debt not owed,"ECMC Group, Inc.",Closed with explanation,1,0,11,1
1189829,Debt collection,Cont'd attempts collect debt not owed,"Portfolio Recovery Associates, Inc.",Closed with explanation,1,1,11,1
1189830,Debt collection,Cont'd attempts collect debt not owed,"Daniels Norelli Scully & Cecere, P.C.",Closed with explanation,0,0,11,1
1189832,Credit reporting,Unable to get credit report/credit score,TransUnion,Closed with non-monetary relief,1,0,11,1
1189833,Credit card,Credit line increase/decrease,Bank of America,Closed with explanation,1,0,11,1
1189834,Debt collection,Disclosure verification of debt,"Cavalry Investments, LLC",Closed with explanation,1,1,11,2
1189835,Debt collection,Cont'd attempts collect debt not owed,Citibank,Closed with non-monetary relief,1,1,11,2
1189837,Mortgage,"Loan servicing, payments, escrow account",Flagstar Bank,Closed with explanation,1,0,12,0
1189840,Debt collection,Cont'd attempts collect debt not owed,"NCC Business Services, Inc.",Closed with explanation,0,0,12,0
1189843,Debt collection,Taking/threatening an illegal action,CNG Financial Corporation,Closed with explanation,1,0,12,0
1189844,Mortgage,"Loan modification,collection,foreclosure",Residential Credit Solutions,Closed with explanation,1,0,12,0
1189845,Debt collection,Communication tactics,Sterling Jewelers Inc.,Closed with explanation,1,0,12,0
1189847,Consumer loan,Managing the loan or lease,Santander Consumer USA,Closed with explanation,1,0,12,1
1189853,Credit reporting,Incorrect information on credit report,Experian,Closed with non-monetary relief,1,0,12,0
1189854,Bank account or service,Using a debit or ATM card,"NetSpend Corporation,  a TSYS Company",Closed with explanation,1,0,12,3
1189856,Bank account or service,Deposits and withdrawals,PayPal,Closed with explanation,1,1,12,4
1189880,Debt collection,Disclosure verification of debt,"Bayview Loan Servicing, LLC",Closed with explanation,1,0,12,3
1189888,Bank account or service,"Making/receiving payments, sending money",RBS Citizens,Closed with monetary relief,1,0,12,3
1189892,Mortgage,"Loan modification,collection,foreclosure",Wells Fargo,Closed with explanation,1,0,12,3
1189895,Mortgage,"Loan modification,collection,foreclosure",First American Title Insurance Company,Closed with explanation,1,0,12,3
1189896,Student loan,Dealing with my lender or servicer,Navient,Closed with explanation,1,1,12,0
1189902,Mortgage,"Loan servicing, payments, escrow account",Selene Finance,Closed with explanation,1,0,12,0
